crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
coffee,72.91,24.7,57.96,384.3,1873.61,17.339835931704037
chickpea,26.16,18.96,40.33,271.94,2252.34,12.831823792145055
apple,75.08,10.32,73.78,281.24,3875.87,10.917370809650478
lentil,65.77,36.75,66.59,403.25,4118.02,13.411515728432594
coconut,128.19,29.25,73.48,410.07,912.07,18.36787746554541
watermelon,71.47,33.85,56.61,382.26,378.4,15.29146405919662
rice,147.29,14.13,73.63,351.35,403.02,13.285370453079253
banana,132.02,35.29,30.69,87.08,690.56,12.692930375347544
rice,57.01,17.52,77.7,469.53,986.92,18.302172415190693
muskmelon,66.66,19.34,58.48,260.52,1710.41,11.802211165743884
maize,134.18,36.22,67.09,253.93,779.24,10.163056311277655
coconut,112.09,29.7,69.67,64.33,564.97,10.16459281023771
watermelon,129.54,23.06,57.83,499.97,3516.17,15.753601219508726
muskmelon,83.3,36.45,37.33,215.2,2496.87,10.029200559099994
cotton,97.64,24.46,48.98,212.32,4037.86,15.04124957279351
rice,104.6,21.76,56.19,471.05,2316.53,19.38352190560882
orange,142.03,30.93,34.73,275.54,69.57,13.618801207416992
cotton,24.46,27.88,63.4,406.9,183.58,15.485238043359844
coconut,131.42,36.42,64.95,154.66,3538.1,8.870803538622425
grapes,94.23,24.25,69.02,222.51,1802.28,15.182052733204609
muskmelon,99.57,31.15,74.13,293.0,906.94,11.785233863320617
jute,106.46,37.28,84.4,222.87,1572.29,9.854982223381183
grapes,103.56,29.43,89.59,490.86,4489.55,15.566535621610184
jute,52.57,29.38,58.37,226.39,1271.65,11.541658475209374
banana,29.48,26.82,46.77,183.97,1373.83,12.43731757204312
maize,94.94,38.24,87.97,272.96,4508.91,10.593520385192877
watermelon,24.56,20.25,51.17,443.5,4627.39,18.08624948405041
grapes,57.43,33.92,54.8,448.38,3147.06,15.024282981576455
apple,72.82,36.65,31.66,197.1,205.27,9.492278462512788
apple,66.99,17.96,73.39,308.22,3958.79,11.997153170539482
jute,20.99,27.15,90.96,484.17,1973.47,19.002898447911548
maize,81.45,39.24,44.43,63.18,2366.59,7.61679462855839
lentil,90.82,39.7,43.51,226.15,1682.27,12.40703929809127
coffee,88.33,32.93,79.24,305.13,767.02,14.804281505045502
rice,94.35,11.9,47.4,91.8,1024.41,8.036206206499351
chickpea,69.47,25.84,87.77,278.02,1891.2,16.071705795262268
grapes,90.89,21.98,68.56,153.93,1324.97,11.65908662082915
lentil,76.24,27.24,41.67,327.86,3495.92,16.412901324973113
grapes,122.02,11.8,73.19,435.74,4810.0,12.00666528066528
grapes,116.52,37.97,47.66,305.07,1738.46,11.59150627566927
lentil,58.16,29.03,68.42,202.86,1935.42,13.4839621374172
banana,61.86,25.17,72.26,190.85,4231.48,13.942034465482529
mango,123.13,18.09,36.35,233.06,4581.08,14.676648301273934
rice,62.92,15.38,30.22,227.17,4361.55,10.461287844917518
lentil,63.95,31.03,30.64,223.66,2058.82,9.620972207380923
watermelon,89.41,23.63,68.41,426.38,3917.51,16.757394365298364
lentil,49.18,15.09,75.33,427.02,225.67,15.23702751805734
muskmelon,91.87,27.17,34.53,466.02,2728.63,14.415237683379573
lentil,88.09,25.82,51.09,431.73,2638.36,18.928436604557376
mango,43.65,27.18,51.83,71.43,1168.32,12.35876301013421
maize,93.67,24.75,77.66,308.28,2421.76,17.403520580073994
lentil,29.89,25.44,83.75,228.03,488.92,13.24543892661376
cotton,149.36,33.8,57.9,140.3,3891.67,9.66779043444074
mango,33.87,27.62,32.04,85.62,2559.87,12.336907733595847
rice,33.17,31.26,52.63,103.09,4463.24,10.38394081429634
coffee,96.83,34.37,78.35,276.84,1278.58,13.009111670759747
banana,21.0,28.34,63.98,153.54,1277.29,12.162061865355556
banana,66.26,14.71,59.19,178.49,4314.32,10.86416399339873
mango,41.68,14.91,32.61,191.72,3112.58,11.69299744906155
lentil,111.08,16.7,50.13,251.85,2924.52,12.760528223434957
coconut,100.49,15.2,43.6,198.94,4056.54,11.978770084850636
maize,117.12,35.84,90.69,185.26,4811.7,10.597585053099737
mango,57.79,21.95,35.43,342.94,4511.57,16.99083467617703
lentil,110.86,38.56,66.61,494.71,1224.85,15.001045025921542
coffee,92.41,13.54,77.13,125.85,90.24,9.79122340425532
rice,82.67,28.95,54.86,148.14,998.4,15.477223557692309
chickpea,82.03,13.85,53.92,416.87,193.58,13.317026552329784
banana,20.46,22.04,55.03,454.0,3046.37,20.30128316652278
apple,121.32,28.67,60.94,397.36,1757.51,17.72190769896046
rice,103.02,39.45,54.67,233.61,3920.53,11.254590578314666
coconut,34.36,18.76,61.83,352.3,3875.87,16.02089337361676
rice,97.98,37.71,94.73,175.49,4949.72,9.467739589310105
rice,111.0,27.73,88.0,115.44,3455.06,11.99684520674026
rice,31.5,28.51,65.98,338.43,4801.34,16.74924500243682
apple,129.28,24.93,68.67,436.18,1260.8,21.473207487309644
jute,79.51,29.19,59.62,257.84,2489.42,15.470896835407444
orange,112.22,35.05,42.51,305.55,1201.3,14.51168733871639
maize,51.58,20.29,51.23,208.09,1452.36,12.254186289900575
coffee,124.31,31.27,67.01,279.1,1721.69,13.450412095092611
mango,93.75,32.28,35.07,209.51,75.54,13.090945194598886
coconut,144.47,17.98,44.71,474.54,4857.67,15.746065500538323
muskmelon,54.99,14.87,34.19,445.66,1343.56,18.028565899550447
lentil,123.52,26.55,47.81,347.9,2572.82,15.842258688909444
coconut,139.58,23.69,31.86,384.48,1887.15,15.046864319211508
mango,50.8,34.27,89.98,260.83,1146.3,10.867373287969992
muskmelon,144.28,21.93,89.13,201.59,450.02,15.150993289187149
cotton,103.94,30.76,83.4,376.56,3805.06,16.32014212653677
lentil,81.88,19.89,34.03,450.18,2633.69,16.821846914405263
watermelon,129.13,24.41,36.92,307.65,4556.81,15.451304750472367
rice,138.53,24.03,74.31,197.69,3391.59,12.50289687137891
mango,25.42,27.41,38.96,84.4,90.76,11.801674746584396
banana,52.23,11.4,63.79,88.35,2535.31,6.839238594096974
lentil,26.89,31.8,49.81,189.19,1714.34,13.763255830232044
lentil,33.71,15.88,90.19,187.37,4540.09,8.962950073676954
watermelon,103.31,11.2,73.96,383.65,3764.2,14.176284469475586
chickpea,102.21,39.21,60.52,378.8,830.35,14.878774010959232
cotton,51.77,26.37,74.95,77.44,1103.21,12.126376664460985
mango,101.89,30.06,30.92,86.82,4519.63,10.452490579981104
orange,82.3,25.12,77.28,344.56,2104.28,16.967376014598816
muskmelon,33.55,27.94,41.17,188.2,1292.27,10.225510148807912
maize,27.59,29.87,72.17,315.04,4156.47,15.00758335799368
grapes,41.47,32.09,77.59,55.92,2627.35,8.498978057738787
mango,97.02,12.47,85.7,217.38,1543.14,12.546956206177017
lentil,100.09,32.92,75.94,144.91,862.21,10.521787035640967
apple,119.18,28.02,71.24,468.35,3797.69,19.86210301525401
mango,46.43,29.99,47.05,498.93,3402.58,19.984106178252976
maize,112.64,23.67,51.52,149.48,231.22,13.236657728570192
coconut,69.52,24.41,47.42,73.02,3211.43,14.78501788922692
rice,42.24,28.98,84.21,196.32,3217.05,12.685475824124584
lentil,39.86,35.12,81.79,122.89,2434.99,7.795444745152959
jute,116.72,32.65,90.25,261.11,3888.67,13.128663527632842
lentil,58.34,11.52,65.98,390.8,851.35,11.452305162389148
lentil,95.32,22.87,47.86,191.78,4880.71,12.898404125629265
mango,120.45,22.08,42.35,298.3,902.38,16.18985349852612
muskmelon,90.6,32.12,74.84,121.49,3278.19,10.171579438653648
rice,140.15,10.01,62.92,255.37,582.04,8.312710466634597
orange,107.03,37.48,62.5,165.45,1226.16,9.658910745742809
rice,75.89,35.81,39.12,343.45,3310.08,14.60784029389018
jute,144.21,24.61,55.54,459.17,472.79,18.393874658939488
jute,105.28,28.24,37.03,347.61,1332.25,16.396284481140928
apple,147.6,20.62,31.88,179.15,2303.46,14.077014578069512
chickpea,129.56,15.4,66.18,174.19,2325.09,7.406203630827194
cotton,117.9,16.18,94.48,121.45,3133.96,7.803338268516509
coconut,44.23,32.0,53.52,128.73,2478.39,10.919899612248274
watermelon,23.37,16.62,72.16,406.9,3685.42,17.40779883975232
watermelon,38.55,28.79,76.73,196.86,3631.4,14.869906922949829
banana,88.09,26.61,74.42,357.91,3252.88,16.47424128772042
watermelon,124.33,32.26,94.78,379.45,4371.49,14.777636458049772
maize,29.83,10.41,65.49,475.38,1129.49,15.009933686885232
lentil,47.92,26.03,48.57,123.34,2048.66,14.924609256782484
coconut,90.03,30.44,90.1,133.14,4521.5,7.179340926683623
muskmelon,138.65,22.98,66.44,411.7,3283.48,16.810362785824793
grapes,68.41,39.98,72.41,325.63,782.94,10.772805068076735
orange,109.97,10.76,44.29,234.31,4718.81,10.37395656955885
chickpea,41.21,22.57,44.51,463.34,2411.09,15.524422564068532
apple,51.76,22.17,44.77,109.65,972.02,12.537581531244214
banana,39.0,35.01,67.96,100.49,4758.23,7.8995340704421615
orange,106.69,27.33,49.91,108.26,1338.08,13.678644027262944
rice,112.3,10.73,94.25,467.12,4400.3,10.25440765402359
jute,66.05,17.15,66.16,278.15,3737.53,13.72482896458356
lentil,105.86,30.41,55.21,452.41,2369.02,14.656739917771906
maize,96.6,16.76,44.11,403.46,2372.75,12.75055947739964
muskmelon,123.48,25.9,47.77,79.07,1212.74,13.152167818328744
coffee,105.9,37.04,33.07,171.45,1568.24,9.760004846197011
apple,98.82,25.11,47.66,106.02,938.59,14.742613920881322
muskmelon,137.39,15.82,74.82,284.94,2515.62,11.264499407700686
watermelon,119.23,26.5,86.48,416.82,1616.33,19.058521465294834
watermelon,118.54,32.5,49.21,290.22,781.15,13.199833578698073
mango,134.02,24.78,88.57,90.28,3799.02,14.17962790403841
coffee,82.67,20.4,73.11,133.03,3652.69,12.683195124688927
cotton,57.17,16.56,73.51,141.6,181.31,8.95174011361756
banana,68.02,10.47,48.83,140.3,2367.28,7.59187337366091
rice,59.02,34.74,94.15,308.92,3839.11,11.70745042470781
mango,135.91,37.23,38.67,234.28,2499.98,10.46079568636549
orange,63.36,34.93,42.45,478.01,4711.2,15.833687807777212
banana,129.87,35.49,72.7,499.65,4388.7,15.32601453733452
coffee,146.53,17.31,55.14,337.84,4465.43,13.9338809476355
rice,147.1,32.77,57.93,323.44,1049.63,13.024694416127588
chickpea,67.71,22.46,87.73,246.37,2727.13,14.811230121043002
orange,89.77,37.04,71.35,288.57,2648.08,11.63637050240174
banana,90.12,14.7,76.07,196.68,4558.63,10.104208939966613
watermelon,99.18,32.77,68.71,105.08,1435.99,10.490692832122786
muskmelon,93.3,34.4,55.23,203.25,19.13,10.759017250392054
apple,30.07,38.23,83.9,51.85,737.07,7.768380208121345
jute,112.2,20.47,91.39,381.54,3119.12,16.128552283977534
maize,85.73,19.25,70.19,221.8,2404.78,9.391536855762274
grapes,26.76,13.48,43.01,222.9,686.83,13.390402282952111
watermelon,30.42,11.22,93.28,97.22,4755.43,10.94523103063235
watermelon,98.87,39.83,72.39,345.75,902.96,8.457838663949676
maize,84.67,33.49,73.73,324.23,4712.48,12.444543000713002
apple,132.73,22.25,45.14,462.83,3426.35,18.18301107592628
banana,130.33,19.3,92.83,147.28,2695.1,9.75894029906126
apple,95.67,38.69,72.94,350.28,2359.59,11.024292355875383
muskmelon,21.43,26.69,74.51,455.57,4390.97,18.20780602008212
grapes,141.83,23.61,76.26,214.86,4964.9,13.41194183165824
jute,90.98,37.37,73.76,99.48,2455.61,6.752859778222112
lentil,58.58,11.14,87.03,312.92,3804.68,9.484505924282727
chickpea,76.37,33.54,72.43,471.0,4304.37,15.75677973780135
maize,83.76,25.47,94.6,316.79,1952.76,17.64294639382208
watermelon,71.62,29.73,39.4,166.6,3302.45,13.86402519341701
grapes,134.0,14.61,36.16,400.5,2280.25,13.52356978401491
jute,64.55,33.91,80.53,491.85,3408.17,15.152204848936526
muskmelon,98.52,33.92,91.05,332.54,1191.72,15.326578390897192
grapes,20.84,29.28,34.79,57.01,4564.33,10.192639445438871
lentil,111.39,39.23,47.62,398.25,1973.63,10.64595187547818
watermelon,24.37,31.0,94.79,303.14,2680.3,13.232817221952764
rice,94.7,27.58,91.4,439.75,1086.16,18.17221219709804
jute,112.09,36.57,75.63,277.39,4339.25,12.107421789479748
banana,54.24,12.93,64.1,443.39,3800.04,13.623564488794852
orange,117.6,36.15,49.64,457.51,4921.04,12.796142685286036
rice,65.81,21.71,30.73,425.86,2000.12,16.447588144711318
cotton,64.72,26.73,51.52,443.73,322.85,16.75065820040266
rice,144.21,22.87,37.12,88.71,2381.34,12.5415774311942
lentil,109.53,17.39,91.64,491.01,4366.71,16.10218448213873
watermelon,115.73,19.76,77.63,455.4,1740.75,16.910544305615396
chickpea,58.91,14.81,80.61,323.34,2430.41,11.212663706946564
lentil,24.2,34.95,74.34,96.88,3646.52,11.29161501925123
cotton,67.65,37.37,31.18,167.36,2879.68,10.759570507834203
watermelon,73.86,36.7,31.23,242.65,1171.95,11.705431119075046
mango,27.72,29.99,53.75,361.17,4424.76,16.706824776937054
maize,128.05,17.93,54.15,400.82,2542.78,15.787862103681794
banana,104.76,15.23,31.25,438.49,2377.37,13.172951623011985
cotton,92.02,11.7,69.6,321.54,925.58,11.302621059227729
banana,47.09,31.31,49.14,53.91,4351.26,10.646948240279826
maize,44.37,27.13,71.19,431.05,978.07,18.921089492572108
mango,21.13,18.13,34.35,97.43,3673.04,10.785382135778535
rice,46.7,36.52,73.4,218.42,2921.65,13.811609877979908
mango,41.84,18.66,63.17,265.82,3109.51,12.275930934455909
maize,103.81,22.0,62.88,395.82,884.39,16.713090378679087
coconut,48.6,19.42,39.58,51.23,527.31,10.332707515503216
banana,108.55,17.82,57.06,495.12,1178.46,17.46665139249529
mango,83.37,17.8,90.75,175.36,528.96,11.405455989110706
coconut,37.34,28.13,88.77,150.55,119.29,14.248218626875682
mango,32.7,30.79,60.45,318.71,919.82,16.02473309995434
maize,131.51,11.77,93.94,478.19,910.73,11.687942639421124
orange,143.07,19.06,67.83,271.46,3743.12,12.915177712710252
muskmelon,139.65,13.8,40.92,214.94,2330.89,11.081042005414242
banana,132.62,20.52,49.82,109.24,4725.31,8.904052855791472
mango,57.25,26.13,47.43,234.67,4553.91,15.712264844935453
grapes,72.95,36.31,54.1,383.79,1708.53,11.627223402574142
cotton,130.39,13.21,79.57,223.1,3926.71,11.99877505596288
lentil,36.19,34.4,58.22,342.86,2755.2,14.340646777003483
grapes,22.98,29.69,46.95,256.96,1978.67,12.922528769324847
cotton,20.75,38.16,30.71,159.28,3307.04,8.77338647249504
chickpea,122.85,12.34,64.22,299.09,3254.36,11.75923683919419
watermelon,86.99,29.33,66.89,497.1,749.22,16.652385147219775
mango,78.91,36.35,69.2,185.98,4980.61,9.94310134702376
banana,47.99,17.63,91.16,383.96,3916.88,13.336612303670268
banana,93.07,15.72,36.7,119.51,1058.43,11.52584488345946
muskmelon,102.54,39.82,57.56,498.16,2872.14,9.86847785971436
maize,119.95,25.53,68.48,263.17,3496.69,16.525139489059654
grapes,23.66,30.76,55.9,333.2,1503.27,16.63517531780718
jute,48.04,30.49,85.24,383.85,2577.92,14.040373634558092
maize,95.39,24.9,32.99,381.84,3689.49,15.909708387880167
jute,51.87,11.64,35.19,460.73,4531.74,15.649459148141776
cotton,143.74,29.31,60.06,278.45,716.11,16.958847104495117
coffee,81.39,17.32,89.65,256.54,4660.29,15.476148480030211
jute,132.67,16.06,75.27,141.34,3720.75,9.347193442182355
watermelon,60.73,20.33,30.74,237.03,1116.1,14.044539019801094
coconut,34.98,38.26,61.72,441.25,770.62,13.846253665879422
mango,60.14,16.78,85.26,160.72,1992.81,10.749895875673046
jute,122.36,38.85,68.33,194.32,1526.81,9.971365133841145
muskmelon,27.85,26.16,84.83,232.16,963.0,16.452502596054
orange,112.78,21.4,79.62,149.57,1392.13,11.10524879142034
grapes,117.5,22.31,34.89,115.89,1367.06,13.888388219975711
watermelon,116.7,22.02,90.44,280.52,2398.01,15.749304631757164
coffee,102.74,36.69,59.73,478.03,3996.89,16.104188506563855
rice,137.17,10.57,60.19,378.98,2571.83,10.872234945544612
mango,117.75,30.09,46.54,256.99,2277.77,15.346962160358595
banana,142.43,20.8,51.02,406.68,1600.92,15.950241111360969
coffee,105.62,19.14,94.84,147.55,2005.17,12.462589206900162
cotton,141.6,16.61,44.55,92.37,1715.07,8.140606505856903
orange,76.34,23.75,76.88,194.22,4021.34,14.948290868218058
cotton,34.49,29.77,93.56,111.11,121.03,13.11063372717508
watermelon,34.53,32.24,69.06,348.01,2938.02,17.079165560479506
watermelon,123.58,12.99,83.1,107.7,4045.67,5.121243205698932
cotton,131.02,27.26,75.65,460.09,4547.03,14.965122288614769
watermelon,51.42,36.91,93.33,194.09,4723.46,9.53723329931872
jute,50.17,10.06,92.92,338.45,1638.99,9.726142319355212
coconut,25.97,27.94,92.57,80.77,2009.14,13.439551250783916
banana,67.96,13.3,54.07,183.84,1015.89,10.544547145852404
banana,79.65,38.14,48.49,311.87,1595.54,13.485052082680472
coffee,142.83,15.55,85.9,148.49,2450.57,7.149512154315119
maize,61.77,15.55,32.21,146.3,112.7,9.026264418811005
coconut,144.48,28.8,90.65,71.87,2063.37,9.617911474917248
grapes,103.72,25.46,77.37,154.81,3751.07,13.988832519787683
watermelon,75.86,20.63,37.55,51.84,1545.89,9.2358382549858
banana,86.13,22.23,83.4,408.0,4769.32,20.499874195902144
cotton,54.54,11.8,45.34,189.18,227.35,9.573740928084453
banana,116.44,16.97,44.44,90.3,1538.37,10.945611263870202
grapes,132.37,21.22,50.44,193.57,696.12,12.213641326208124
banana,43.15,31.74,71.87,57.59,1075.46,10.565553344615328
watermelon,46.9,26.69,84.69,266.41,3629.42,16.199660000771473
chickpea,60.08,33.44,32.55,70.55,1468.55,8.206611964182358
jute,91.81,11.1,79.35,67.62,1746.72,6.024440093432261
coffee,85.27,19.24,62.96,263.84,3943.75,12.79848621236133
watermelon,78.54,22.93,69.89,491.15,4593.37,20.10131341476955
orange,92.78,28.1,89.35,327.62,4622.39,17.87233444170656
orange,55.71,13.6,90.4,440.25,2419.47,18.746051821266644
apple,73.35,16.88,32.05,162.97,4798.72,14.805152207255269
apple,146.87,12.33,84.41,130.23,3994.46,10.362662287267865
banana,38.84,31.06,62.73,341.76,808.05,13.333543716354187
orange,27.99,20.32,62.9,235.8,4437.64,14.535572962205135
watermelon,137.31,11.0,89.5,267.65,3265.71,12.069721438829534
lentil,77.14,35.53,42.51,231.29,2716.9,11.429761860944458
rice,68.54,22.29,66.67,185.2,3815.13,13.946130276032534
jute,20.14,28.88,86.84,487.7,4013.43,16.94215172558136
lentil,33.2,27.11,68.67,387.47,2670.35,14.965285449472916
jute,110.99,27.65,91.65,189.34,231.5,14.751317494600432
grapes,110.4,32.72,81.56,195.1,2246.96,10.17504984512408
apple,72.28,26.66,83.8,184.14,4565.08,13.262516757647182
banana,118.01,23.99,64.49,436.17,1162.82,19.63633236442442
chickpea,142.02,24.89,89.53,314.41,2197.96,18.556652532348178
jute,141.77,38.29,47.33,303.81,2545.06,12.176428060635114
rice,76.17,15.76,36.48,133.3,2277.91,12.128143780921986
coconut,81.44,34.9,47.63,110.92,4508.54,9.423205738443045
mango,115.57,27.0,59.04,174.02,1059.57,13.009447228592732
grapes,43.57,38.53,66.42,428.84,2917.91,14.746818784678076
orange,59.31,17.24,75.89,453.55,1968.52,13.9030134314104
apple,79.25,36.85,59.48,445.51,2594.43,13.920506623805617
apple,96.08,28.82,71.59,289.19,1394.51,13.565804476124232
grapes,87.98,34.16,74.42,171.79,3658.72,12.937606594656057
apple,97.15,35.54,47.68,400.26,4255.49,12.854630136600017
rice,149.91,14.19,80.93,414.61,3243.34,12.576637046994763
cotton,42.86,19.12,54.8,314.24,4819.81,14.52825111363311
mango,115.19,11.33,75.39,117.83,2583.04,6.808779577552032
maize,39.29,16.05,53.01,112.51,1152.4,9.893118708781673
chickpea,121.2,37.85,67.86,427.97,3743.03,15.840498205998882
grapes,48.76,25.08,33.35,484.75,3024.92,17.3695105986274
rice,77.88,18.72,57.21,249.58,3291.98,13.571892903359071
banana,91.46,17.57,37.3,376.37,1600.8,14.180865817091457
mango,74.54,28.34,36.77,499.32,2234.5,17.41194898187514
muskmelon,67.86,21.07,94.07,413.68,1021.56,18.142067034731195
banana,93.12,28.6,64.93,268.74,4300.3,15.821161314326908
mango,102.02,37.46,30.63,312.11,405.04,11.82737507406676
apple,69.01,19.21,62.76,52.02,3767.78,11.995968448263964
watermelon,24.64,14.39,73.85,349.57,1376.4,13.089683231618714
muskmelon,144.41,18.0,34.8,354.31,2260.68,14.94542792434135
orange,60.0,15.31,38.59,108.38,2879.63,10.41423030042054
banana,142.94,19.65,61.83,390.1,3238.7,13.706848426837931
mango,24.86,18.41,56.52,396.93,3503.32,13.382999554708103
orange,48.99,11.26,78.5,240.42,313.69,12.31317542797029
banana,40.94,21.72,87.28,70.13,3492.57,11.50470284060162
muskmelon,37.87,10.1,90.71,452.93,4721.3,12.62003473619554
coconut,76.46,25.49,59.91,470.63,1077.74,18.619676359789928
grapes,62.91,18.28,49.78,232.17,4377.95,12.48731027078884
banana,81.6,10.57,49.33,265.32,1558.03,10.847987522704956
orange,85.11,23.26,71.73,168.45,432.97,14.173453126082638
coffee,142.54,23.43,61.32,329.47,1282.41,11.41605258848574
maize,116.83,32.95,81.4,440.74,352.28,18.264562280004544
maize,130.79,14.51,70.12,343.51,1547.1,14.65434684247948
coconut,60.2,38.72,87.15,260.39,1170.34,8.626587145615805
coffee,109.95,22.31,76.8,432.4,1971.67,19.971349160863635
orange,68.49,24.92,67.3,351.79,151.27,18.031400806504923
apple,46.77,21.77,83.46,126.11,4122.26,14.751915211558709
cotton,71.13,26.26,79.81,268.55,1253.9,16.670396363346356
grapes,33.63,36.72,65.86,64.53,2170.52,5.855665923373201
apple,83.86,11.82,43.21,390.88,3777.15,12.38259799054843
chickpea,144.36,33.4,64.15,185.68,611.4,12.467778868171411
grapes,44.97,33.46,76.08,232.96,3471.31,14.00148935128237
orange,93.59,11.77,83.16,341.65,3388.81,13.409816425234816
apple,34.58,12.03,38.28,163.78,225.98,7.875342950703603
banana,68.97,21.11,73.91,226.09,3482.55,15.760526051312974
cotton,70.71,34.73,57.99,121.36,2439.17,10.815736500530916
